category,Title,Author,ReviewID,Overall,Content,Date,polarity
cameras,"Wanted to buy, but this camera is not good enough",Bob Van Epps,RAM8V7MW4PI2Q,3,"I waited patiently for the Canon D10 to arrive. Canon makes great cameras and something on par with their best point and shoots that is waterproof sounds wonderful. The problem is that Canon dumbed down this camera so much that is is not much of a camera at all. I am sure that it will take great snapshots but for $300+, I expected much more.The zoom range is not very useful, there are no manual control options and leaving out HD video... what were they thinking. I am sure that the powers that be at Canon decided that the best plan was to make their first waterproof camera basically idiot-proof and then follow it up with hardened versions of their more avanced cameras down the road. Well, they succeded with the idiot-proof goal. The problem is that the price that this camera commands is way to high, based on its capabilities.I wanted a waterproof camera to take with me on my kayak while fishing in the kelp beds off of San Diego. I release most of my fish so the photo I take is often the only thing that proves I was on the water and not at the bar. After finally getting my hands on the D10, I opted to pick up a very reasonably priced Panasonic ZS1, (not waterproof), at Costco for about $100 less.The ZS1 is a much better camera for the money. While I would have preferred a waterproof camera, for the time being, I will just have to resort to keeping the Panasonic in a plastic bag while out fishing.I am a big Canon fan and am certain that one of these days they will release a waterproof camera that befits the Canon name. The D10 is just not a very good effort.","June 23, 2009",0
cameras,video noise,T. Anderson,RL565PFL9JUQ5,3,"I was very pleased with the image capture. The pictures were very clear and it almost always took a great picture even if the lighting was poor or I was moving around a lot.I was dissapointed in the video portion. The video itself looked great, but the audio that was recorded with the video has a lot of noise that is recorded from inside the camera somewhere. I recorded in complete silence, and the audio still had a humming that was quite loud.","May 27, 2009",0
cameras,Go buy yourself a Panasonic LUMIX instead..... or try SD940 IS?,B-Rad,R3P0UBEM08PA1W,3,"On the heels of another reviewer, I just spent an hour going through years of archived photos having used the following cameras.And to keep it short and sweet, I was shocked that the $137 Panasonic Lumix outperformed every camera EXCEPT for the HD Video of the new Canon SD780IS. However, the Panasonic family allows WVGA which takes up a LOT less disc space and perfect for Mac/PC viewing.Canon SD200 = My first Elph camera worked perfectly in all conditions for over 3 years; ahead of its time. Under 1MB photos stored, but red eye reduction never worked.Canon SD500 = Bought as upgrade with slightly noticeable difference for still & video, always kept photos in about 1MB size, worked like a charm before 2008 but red eye reduction never worked either.Canon SD1100IS = the BEST Canon I have owned, but stolen last year. indoor, outdoor and video on AUTO were great! no complaints. Looking back, this camera outperformed the photo quality (all conditions) of the 12MP new SD780IS. I hear the 880IS is the ultimate compact model, though discontinued and NO HD. A Canon rep said its been their best model to date for consistent quality and wide angle lens. They sell refurbs at Canon w/ warranty.Panasonic DMC-FS7 = THE BEST BANG FOR THE BUCK PERIOD. the still photos and WVGA videos are amazing and AUTO setting for Panasonic is much more effective than Canon's technology. I was told the Leica lenses are far superior to Canon lens technology as well. This was also stolen overseas, so I bought the pricer FX48 below.Panasonic DMC-FX48 = The still photos were NO different than the lesser priced FS7 and I tested all light conditions, speed etc. However, oddly, the HD video was terrible as compared to the Canon HD. It was very grainy and the motion sensor didn't work well.Canon SD780IS = WHAT A DISAPPOINTMENT! I am overseas now again after tossing the box and papers, and now stuck with this this lousy camera. The HD video is amazing, but the SmartAUTO focus never seems to work for indoor stills, the PROGRAM mode is a royal pain in the *ss, the flash always seems to be too bright for indoors even after changing settings, and good luck trying to photo moving children - takes 1/2 day to focus and shoot. In summary, I changed settings and ISO and cannot get the same quality photos as the Canon SD1100IS (now 1200IS).12-12 UPDATE: I discovered the ""night time"" setting and WOW..... very close evening quality to the AUTO setting of the pre-2009 SmartAUTO technology.ADVICE = NEVER USE AUTO FOR NIGHTTIME SHOTS - YOU WILL SEE BLURRY, YELLOW RESULTS. Switch into Program mode and use preset setting.,.. tested Kids/Pets mode and also works well indoors at night.I'M GOING TO GRAB A 940IS (WIDE ANGLE) AND TEST SOON. It also has front HD mic so your hand doesn't block top mic like 980 design complaints... AND it doesn't have the annoying pop-up flash for 2-hand takers like me.Hope this simple review helps, folks!","December 5, 2009",0
cameras,Ok camera,Blueflower77,R1QFPQ85KRXLL4,3,"To be honest, I bought this particular model pretty much based on the great reviews here on Amazon. I am not a photographer, but I own a high end DSLR and after that, I guess, maybe my point-and-shoot expectations were a little too high. I used to own a Sony point-and-shoot for many years that I loved, then got a Nikon DSLR, so this is my first time with Canon. And I am disappointed. It is my hope that I learn how to use this little camera better and get better pictures.Good things:1. Good focus - the pictures are rarely blurry.2. Very small and compact, fits into the cell phone compartment of my purse - great portability.3. Image quality for the most part is ok if you shoot under ideal conditions - not too much sunlight, not too dark, no one is moving and you hold the camera very still.4. The video quality is fantastic.Bad things:1. I find that this camera frequently over-exposes images. Whether it's daylight outside, sunlight or dusk, whether I use the flash or not, 80% of the time, at least a few spots on the camera are too bright, too white and the image looks poorly.2. ""Auto mode"" chooses the settings poorly in my opinion. There is a ""Program"" mode that allows you to select more specifically (white balance, color choice, vivid vs neutral, lighting conditions, etc), so I ended up reshooting the same thing in the ""P"" mode and got much better picture. But if you're like my husband (the primary user of this point-and-shoot), he says it's annoying to change settings all the time, so naturally he gravitates toward the ""Auto.""3. The flash is too bright for the zoom range. Meaning, the flash is super bright and there is no point in it being so bright because it bleaches out people's faces and anything you put in the few feet range of the flash. However, if you try to shoot something far away with this flash, the zoom doesn't reach far enough to actually see the far image, so especially in low lighting you hardly see anything at all. Annoying.4. I'm a female and my fingers are pretty small. I work in healthcare, so don't have very long nails. The buttons on this camera blend into the body of the camera very well. They are also tiny buttons, so you really have to make an effort with your nail to push the buttons to get the camera to do something. But my husband (whose fingers are much bigger) finds this feature particularly painful.If given the opportunity again, I wouldn't buy this camera.","June 16, 2010",0
cameras,"Safe bet for canon lovers, but....",Kathryn L. Catanese,R26QGZDSJEONFX,3,"The SD780IS is a great buy if you're looking for a pocket camera to take with you on a whim (just in case you feel the urge to snap a few shots). Its a canon so its easy to use and the pre-set modes are fun. I wasn't floored with the picture quality because the colors were way off in certain situations. I rated it three stars overall because the camera doesn't function as well as I wanted it too in low light situations (inside a club, at night, dance floor, weird lighting).","June 5, 2010",0
cameras,Image Sharpness is an issue,Sum,R1I156JIHR5Z0V,3,"- Image not sharp enough- nice and tiny point and shoot- battery life moderate- really good face recognition feature- Overall Pic quality- moderateThe pictures from this camera are not as sharp as I wanted. But there is only so much you can expect with the optics that are packaged in such small width.One thing good about this camera is that it is inclined on taking pics without the flash, allowing the pics to look natural, but it does come with a drawback of increased shutter time and holding it steady.The face recognition feature is awesome. It almost always succeeds in recognizing the face and focusing on them. It even focuses on faces of statues. It also follows the face if the person is moving.I am satisfied with the size and the price of this camera. Since I was going on longer trips with lots of tourists spots, I bought an additional battery, since the battery would not last long enough for the day; especially with the flash active.","August 11, 2009",0
cameras,Not very rugged,Martin Gomez,RM1Q9IWJPLJGP,3,"It takes good photos and videos, but the real virtue of this camera is its portability. It also has a useful feature that I use all the time: you're only one button away from an exposure compensation control. The image stabilization feature works well and gives you decent low-light capability.The only downside, and the reason I can't recommend it, is that my camera is full of sensor dust after only 6 months of use. Now I'll admit, I don't coddle my cameras. I keep it in my pants pocket or a pocket in my briefcase. That environment proved to be too much for the SD780 to handle. There's no way to clean it, and this is not covered by the warranty, so I can no longer use it.This may sound like nitpicking, but my logic is this: a camera this small has only one reason for being...to always be at hand. If I have to keep it in a case, then a) it won't fit in my pocket, so it's likely to be left behind, and b) it's not ready for quick access, so I will lose shots either to laziness or delay.So, if you're willing to keep it in a case and protect it from dust when not in use, buy it.","April 21, 2010",0
cameras,Broke on me- Enough Said,"Christopher Arguello ""Chris726""",RWVRJA76KK0VC,3,"What's the greatest thing about shopping at amazon? Reviews! Sadly this is the first product I ever bought from amazon with good reviews but an average product. Plain and simple the flash on my camera broke and the zoom is extremely HORRIBLE. Trust me, with this camera you CANNOT zoom at all if you want high quality pictures. Oddly, the major complaint about this camera was the HD recording and the background video noise it produces. I watched it on YouTube and it was bad-but I still took the risk and bought the camera. My camera did not make this noise thankfully. The compact size of this camera is also nice. I would classify this camera as a ""FACEBOOK CAMERA"". One that you just take with your friends. Don't expect breath taking pictures. It would have gotten five stars is the zoom wasn't so horrible and the flash didn't break.My camera is currently being taken care of by the geek squad at bestbuy. They are shipping and contacting canon for me! Even though I bought it at amazon (I'm still under the 1 yr warranty). I give credit to the geek squad for dealing with canon and all the repair issues. They are awesome.Would I recommend this camera? No.I'm not saying it's a bad product, but I cannot overlook the fact that for about $30 more you can get better options from other brands-such as panasonic. Do yourself a favor and just spend the extra cash.","July 18, 2010",0
cameras,LCD screen died too quickly,"Tina Westfall ""orange moose""",R2GJSCQZH5MQOR,3,"I take a lot of pictures and have gone through a few digital cameras. I had a sony cyber shot for about 5 years until a friend dropped it on its open lens and jammed it and a casio exilim for the passed 5 years. no complaints about the sony and the casio though extremely durable, did not impress me on picture quality so i decided to upgrade to this camera about 3 months ago. i have a canon rebel that i adore so i thought this should be a good everyday camera an dit was. it took in light well and the flash was nice too. i cant say much about the video i never used it. the zoom was grainy but otherwise i had no problems with the pictures.my problem was the LDC screen randomly going white an dstaying that way. ive seen a few reviews from people with the same problem. canon seems to be famous for high quality but i barely used it and i take care of my cameras theres no reason the LCD would have stopped working.im going back to a sony.","April 12, 2010",0
cameras,"takes great pictures, but seems to drain batteries","""love to cook""",R3J4CP2SINLO2I,3,"This camera is slim and takes a great picture. However, it seems to drain batteries if you leave the battery in the camera. We thought the battery was bad. So, we ordered another battery. The same thing happens. So, we have to constantly remove the battery when the camera is not in use. We now have two batteries, which helps if we find ourselves with a dead one.","August 13, 2011",0
cameras,Great for 1 year,"J. Murphy ""Clean Freak""",R2DJLI4VGRKEI8,3,"I bought this camera for Christmas 2009. It worked perfectly for 1 year. Great photos, good video, long battery life, and super easy to use. After having the camera for 1 year I started to have a problem. The lens cover won't open when I turn the camera on. I have to turn the camera on and off multiple times or I have to use my finger to force it open. I have never dropped the camera or mishandled it. It is usually on a shelf away from my toddler's hands. It continues to take great photos, but this was very disappointing. Buyer be ware.","March 3, 2011",0
cameras,Nice camera but be aware of video format,g00n,RYWJRK0NQ1ZRG,3,Nice camera but for people who do a lot of video shooting and have a PC with Windows you should be aware that you may have significant trouble editing. I am guessing that if you have a Mac it will not be a problem. You can not use a simple editing program such as windows movie maker in my experience. There is a very basic movie edit option in the ZoomBrowser EX software that came with the camera but I don't think most people would find that it is satisfactory. The movies are in a quicktime format and in my case a search for expensive editing software became necessary. I wasted time trying many free programs with no success. I also tried numerous methods of movie type conversions with no real success. I finally ending up buying Sony Vegas movie studio HD editing software which was about the cheapest option I could find that would work for editing video I took with this camera.If you are going to use the camera for regular video shooting I would recommend buying a cheap aftermarket backup battery.,"December 21, 2010",0
cameras,Disposable point and shoot,Brian,R3Q6R46BRZYPAB,3,"I don't know what is happening to all of the major brands we knew and trusted....I purchased this camera to replace a 5 yr old 5 mp Olympus 5050 that was broken at my wife's friend's bridal shower- (she left it at the table to go to the restroom and when she came back, she found 3 batteries sitting next to the camera, and 1 on the floor, she tried to put the batteries back in and door would not lock down..noone said anything to her.) Meanwhile, I was actually was looking to get a new camera, right before the incident, for I was getting tired of the bulk and older, slower features. Soon as I saw the 780is, I liked the sleek look and ultra-portability, combined with the 12mp and video capability, and It was a Canon, I was jazzed...but it had a 299.99 price tag, that busted the bubble. I said Canon's crazy, I'll wait until the price goes down when the new model comes out. (for those that don't know, a company's new model after a re-design usually is the same product with 1 or 2 extra features, nothing to trip over yourself for.)I patiently waited finally found one for under 170.00 and ordered it right up. Upon receiving the cam, my first thought was man it is small, I charged it up and started taking test shots against his replacement, the Olympus.Here's where the try before you buy is critical, The pics from the Canon were instantly noticeable being grainy and smaller detail was blown out. I thought it was broken, so I called the company and they sent me a replacement. I did notice something else that did disappoint me, both cameras I received were stamped Made In China...Yes, The Japanese brand and rep is now outsourcing to China...great.Sorry, and no offense, but so far, the quality of China goods I've received is not of the highest standards.The pic quality of this cam proves that and says it all- grainy and blurry for inside shots (retouching required) only the outside shots, both still and video, look awesome, but sound on the video is bad, too.After the initial disappointment faded, and I realized quality control is pretty much dead everywhere, I decided to keep the Canon, just for the quick point and shoot convenience. Not to mention that after 2 month of casual use, the paint on the body is wearing off in spots. If I had purchased it at the original price or anything higher than I paid, it would have gone right back.P/S. I did not retire the Olympus after purchasing the Canon as I intended, for its pic quality is superior. A 5 yr old 5mp cam with a rubber band holding it's batteries in place performs better over brand new 12mp cam, What's that tell you??","July 25, 2010",0
cameras,It's okay,"S. Parks ""ornithopter pilot""",R2X9CXL89H44PP,3,"I bought this camera for my girlfriend, so she could easily take pictures but she can't seem to get decent pictures out of this thing in auto mode. If I fiddle with the settings in program mode long enough, I can get some nice, if a little blurry, pictures but not out of auto mode. Maybe I was hoping for too much from such a small, inexpensive model.","May 10, 2010",0
cameras,"not a ""newer"" model of SD850is as claimed",Mrs. Britton,R29S2173BNOHI3,3,"I bought this camera to replace my beloved 1 year old Canon SD850is after it suffered a nasty fall onto concrete. I didn't understand why that camera had doubled in price and saw this toted as a ""newer model"" and figured the SD 850 camera was discontinued. This camera although good does not even come close to the 850. The biggest problems are red eye and blurriness. I rarely had either problem with the 850. The flash is in a tiny sliver at the top front of the camera and the instrutions warn that if you accidentally put your finger on it it could destroy the flash. It makes holding the camera akward. I was so happy with the 850 and this is most certainly a downgrade. This camera is comparable to other point and shoots but the small size, decent photos and video quality make it one of the better ones out there. I would recommend getting the ""next"" model up.","April 26, 2010",0
cameras,Poor Low Light Capability,J. Sheppard,RTX0GDL95HAB7,3,"Great compact size but I should have known that the low light capability would be poor. I used it indoors this week to video an award ceremony at an elementary school. The video was so grainy you could hardly recognize the kids. Of course, you can't expect this camera to take videos anywhere near the quality of a camcorder costing several hundred dollars. I won't be using this camera indoors in the future. Later in the week I used a Panasonic PV-300 that is a few years old for a similar indoor school event and video quality was excellent.Update: Used the camera this weekend at a soccer game. Bright sun. The quality of the pictures (fuzzy, weak color) was certainly not impressive.","February 26, 2010",0
cameras,Limited use,kevin,RL8J20T7BDTZ3,3,Can't record anything. Had to buy a different router to set it up. Yes I am a novice. Does have good picture. Micrphone doesn't pick up as well as I would like. Have a second one and yet to get it connected to the network. The one button setup not quite that.,"December 28, 2013",0
cameras,Works with window 8,strych9,RNOHYKPY7A7N,3,Can't get it to work with the update Windows 8.1. Anyone know how to fix? Do I blame Windows 8.1 or D-Link?,"December 20, 2013",0
cameras,Poor quality u get what you pay for,Hondagal,R361QAK50M47AJ,3,The quality and sound is very poor and there is no recording optionLike they say you get what you pay for,"December 18, 2013",0
cameras,Camera is good..although had wireless problems,Ibrahim Dhilla,RK4BKBG2AUL1A,3,"Did not have any problems getting it operational on my ""wired"" network. Never managed to get to get it working on my wireless (Linksys) router.Ended up returning it for a Linksys Camera.....My advice - make sure the wireless camera and the wireless router can interface seamlessly and operate","December 10, 2013",0
cameras,All good but Wifi.,D,R29WKJHTQ6CZDT,3,"Good image quality,, easy to mount, worked great wired, Wireless was very dodgy. My older version of this camera the dcs 920 had none of the wireless issues this one did. For my needs it was a big enough issue I returned it.","December 3, 2013",0
cameras,Not made for continous use,Seconya,R3U0FH7BFK7D7J,3,"This product is good, however after 2 weeks of continuous use it stopped recording the videos then a day after stop working. I had to unplug for 2 days before it would work. I put it down now. I am disappointed. I gave it a 3 because it works well went it is working and for persons who would not require continuous use it would be great.","November 30, 2013",0
cameras,Didn't get a chance to check it out.,SLV,RPTE6HYR31DRM,3,I sent it back because the instructions read (This Camera will not work with a WEP secured network). The software didn't install properly twice.,"November 3, 2013",0
cameras,camera,Timothy Mineau,R2W8Z6L2BYY04W,3,"I bought this camera strictly because it was on sale, image quality is low and wifi strength is low. only use it close to wifi router or direct connect.","October 27, 2013",0
cameras,Terrible software,"Jason T. Hart ""Jason Hart""",R17JH3B0V3T9AV,3,"Why do you need any software to run these things? You should be able to plug them in and then view the streaming content on a web-browser. Fine cameras, terrible software.","October 14, 2013",0
cameras,D-Link does not work well with Linksys Routers.,"K. Houghton ""Wisconsin""",R3PQC2TMJCHNPP,3,"I tried for three and a half hours to get this camera to connect with my wireless network. No luck. It worked beautiful wired, though, great picture. Called customer support they were fantastic but even though she tried for an hour to get me going she could get by the firewall. She knew nothing of port forwarding.The camera was a little cheap feeling and would easily break if it dropped.Sent them back.Sorry I wouldn't recommend this camera. I will keep looking.","August 27, 2013",0
cameras,"Ok product, but I returned because some setup issue",Laminating Carbon Fiber,R174R8NT4VQLQ4,3,"hard to setup, unexpected error, returned but upgrade to D-Link Wireless HD Pan & Tilt Day/Night Network Surveillance Camera,this one a little bit expensive, but worth it.","July 29, 2013",0
cameras,Poor quality picture,Joseph Burt,R1KMPCX5U1T6BZ,3,This camera was poor in terms of picture quality and sound. Was hard to also set up. Could be better!,"July 23, 2013",0
cameras,needs better quality,ashna,R1RF6R223U4N9M,3,the picture quality is not very good and the audio comes and goes. I can still see sometimes so I guess its better than not having any camera at all,"July 11, 2013",0
cameras,Not compatible with windows 8 / D View Cam software,Johnman,RD2DSPA033F8W,3,"Camera worked after minor difficulty wit set up. Tech support calls not answered for over one-half to three-quarterHours. I wanted to use D View Cam software to record on p.c. But was told it's not compatible with Windows 8 which my three p.c.'s have. For that reason and long wait time for tech support , I returned this camera.","May 13, 2013",0
cameras,not a bad camera,handheld,R2VJSAOVQIE0MM,3,set up no problem but really one got it to go with the D-Link Whole-Home Router 1000 for fast and easy set up but returned it because of router problem and wouldn't record,"March 14, 2013",0
cameras,No support for Windows 8 phones,Thomas W Shinder,R2T4J1YV9FUW37,3,I upgraded from iPhone to Windows 8 phones. I have seven of these devices and expected support for Win8 phones. When is there going to be support? #DlinkFAIL,"January 10, 2013",0
cameras,Only half the features work if you have a Mac,mikem1555,R19XZPXRPN0Q2Q,3,"The software that records and detects motion only runs on a PC, it doesn't run on a Mac. This means that only the live view through their website or apps works if you have a Mac.","January 8, 2013",0
cameras,camera review,Jerry Ottinger,R2673U7JEXEE6N,3,the camera works fine wirelessy only in close proximity to the router. ihad to hard wire the camera I placed in a remote location fron the router.,"December 21, 2012",0
cameras,Be Careful. It's INDOOR only,JL,RQD41WMG9ECQ7,3,This is Ok for indoor ONLY. It covers a very small area. It also required additional equipment to connect with wifi.,"November 26, 2012",0
cameras,Can't figure out how to operate it,Barb G,R24GTY8LZIUY0B,3,I have tried and tried to get it up and running but still have not been able to get it to workSo I'll have to call in to get the details looks like a nice piece of equipment if I ever get it to work.,"November 17, 2012",0
cameras,Great camera - poor remote access,"Frederick M. Adams ""The Sandman""",RQ417BP6WGITJ,3,"I have two of these DCS-942L cameras, one at home and one at the cottage. Wanted security surveillance. Good image quality, good control, easy installation. BUT - I have spent nearly three hours on the phone to the techs trying to get internet access to the remote camera using a Windows 7 computer. I have 3 Windows 7 computers, and the same problem on them all - I can access the local camera, but not the remote one, regardless of which site I am trying from. If I go to an outside site such as our local public library then I cannot access either camera since they both have then become ""remote"". I get a black rectangle instead of the remote image. I have upgraded the firmware to V 1.12 on both cameras. Now here's the weird part -- I can access everything just fine from an old Vista-based laptop PC sytem, also great from my wife's Android-based Galaxy SIII, my IOS 6-based iPod Touch and my old IOS 5-based iPad 1. My trouble call has been upgraded two levels at Dlinks' tech support, but no-one has offered any kind of resolution. Be clear on this - I will be ordering yet another camera for a third location since I can access from my secondary peripherals, but I really, really want to access them over Windows 7.","October 27, 2012",0
cameras,Works but has its issues,bsg2004,R1O51420ANU0WE,3,"The box includes the camera (in a protective see-through bag), an ethernet cable, the power adapter, mounting screws, and the installation disc and quick starting guide pamphlets. The power adapter plays nice with power strips, it only occupies one position.Installation============I installed it twice for testing and practical purposes. First I installed it with a wireless connection by pressing the button on the camera (blue light blinking on the back) and then adjusting the settings on the router. I don't remember if it was the router button or the router web settings that did it, but it connected, and the light on the back of the camera turned to solid blue.After the installation completes, you are prompted to create a mydlink.com account, so you can remotely monitor the video feed using the mydlink.com website.You can optionally install the desktop software management console from the included disk. On Windows 7 this software wants to completely turn off User Account Control (UAC) and reboot in order to complete the installation. This is an on-going requirement, not just a temporary change for installation. Disabling UAC is not a good idea unless you know what you are doing and why you are doing it.After the initial installation, it wanted to upgrade to the latest firmware. This required a wired (network cable) connection. So I run the installation software again and connected with wired ethernet and the firmware was updated successfully.The default video feed is 320x240 in black and white with audio. If you go in the Advanced Settings, you can change it to 640x480 or 160x120.I only installed this on Windows 7. I did not try any other operating systems.Operation==========The camera heats up within a few minutes. When the camera is facing straight forward (perpendicular to the ground), it can easily tip forward if you hit it from behind, so you may want to make the necessarily adjustments if it is in the way or if there are pets or kids that may bump into it.This seems to work best in smaller rooms with relatively even lightning. Perhaps best suited for apartments or small rooms.The Apps========The free MyDlink app worked successfully on the iPod, Kindle Fire, and Google Play devices (smartphone and tablet). The app basically logs on to your mydlink.com account and picks up the video from there.Mydlink offers a basic app for free (lite app) and a 99c app with presumably more features. Charging for an app for a specialty hardware device that a consumer purchases is a rather cheap thing to do and does not reflect well on the manufacturer of the product. Minus one star for this nickle-diming. By looking at the Google Play stats, under 10,000 people bought the 99c app, so it's not like it is a big money maker they need to protect.","October 13, 2012",0
cameras,"Video is good, but sound is horrible",Rosemary J White,R3FG29P0IIGFUX,3,"I bought this to use as a nanny cam and so far it's serving its purpose. It was a breeze to set up and the video quality is decedent. There is a slight delay sometimes but it could be my wifi hookup. The sound is terrible though, you can't hear anything but static, so if you are hoping for good sound quality, consider another camera.","August 9, 2012",0
cameras,"Good, but not great...needs some improvements","Z. Johnson ""musician_from_cal""",R2YG1M4SMEDOVB,3,"I've been using this camera for about a month now to keep tabs on my pets. I notice the price has increased almost 10% in just the last month. Honestly I don't think I would've bought it at the new current price level. Anyway here's what I've found with this cam so far:PROS: *Infra-red night vision feature works great..lights up whole room even in total darkness *Very clear, sharp video.CONS: *DLINK forces you to rely on their mydlink.com website in order to view the cam. Often times their site is slowwwwww, disconnects without reason, or just won't connect at all at random times. *Audio is HORRIBLE! Dirty, static-filled sound, sort of like an old vinyl LP that's badly scratched all over the place...it sort of works sometimes, but DLINK clearly didn't give a crap about making the mic and audio sound quality something which reproduces a good clear sound...it truly sucks. *Installation was NOT as easy as they like to lead you to believe it will be. I had to call their tech support for help in order to get it to work. They stepped me through a few configuration changes and now it works fine, but it certainly wasn't the simple plug-and-play installation I thought it would be based on all their literature. *I-phone app is TERRIBLE! Keeps disconnecting after 60 seconds and forces me to reconnect again and again and again...very frustrating & not what I expected for a camera at this price level.BOTTOM LINE: It's good, but not great. It will likely do what you need it to do, but at the current higher price level I would seriously suggest looking at the competition. For that much money the problems I mentioned above shouldn't exist.","July 4, 2012",0
cameras,Firmware update required!,"rteder ""rteder""",R13YT8MRN8WTG0,3,"If you are looking for a camera that ""just works,"" keep looking.The biggest shortcoming of the device is that it will periodically demand of you; ""firmware upgrade required!"" I foolishly did so the first time, which turned it into a brick. D Link, after much cajoling, did replace this, but you are still out the hour plus of time such events always consume. We cannot rule out that I did something wrong, but I am an electrical engineer who develops products with firmware for a living, so I doubt it.So, not every time I log on it nags me: ""Firmware Update Required!"", but I click ""Remind Me Lator"", as I do not want to turn it into a brick.","June 9, 2012",0
cameras,Not so easy to install,D. Casey,R1AZKLU5AYTD7Z,3,"They claim the setup is easy. When trying to connect it to my router, it shut it down and reset my router settings. Once I contacted Cisco regarding my router and got it back up online I tried loading the software that came on the CD with the camera and the software won't even come up properly, I keep getting some 'script error'. You can only email support and their reply was to update the firmware and one of the steps to do that is to type in the IP address of my camera into the web browser with no explanation of what that means or how I find out what the IP address is. I wouldn't bother unless you have a networking degree.If I ever get it up and running, I'll update.UPDATE: Ok, it turned out it was my computer. We think the virus software was causing the software to not load properly. I do have it working now but I also had to update the firmware which the average joe just can't do. And it did turn out they had an 800 number to help but its not easily found. THe bottom line is for some it will be as easy as 1,2,3 to get it working but for others, if your computer, router, etc. is not the latest and greatest you probably will have issues and will have to work on it for several hours.","April 26, 2012",0
cameras,NOT RECORD AT ALL ...,Man M H,R37U1XSWO9J2BE,3,"Poor picture resolution , advance set up only for computer expert , good for baby or pet remote view .No graba video ,mal sonido , mala resolucion de la imagen , muy dificil de configurar , solo un experto en computacion lo puede hacer . Solo es buena para vigilar al bebe o al perro. D-link DCS 932-L.","April 3, 2012",0
cameras,Good camera - but check your router first.,Chip Lohman,R9MBFBDBKLVBK,3,"March 8, 2012: I've worked with D-Link since October. In late January the issue was finally escalated to 3rd tier support. After 4 weeks of sending them config files from my cameras and router, they decided the cameras can't work with the FIOS router and recommended I buy the D-Link DIR 655 router, raising concerns of how FOIS will act. While the instructions claim all that is needed is a router that supports UPnP (which the FIOS Router does), there are apparently issues with the way the FIOS ports are dynamically assigned. All this means that with my ActiveX FIOS Router, I get only intermittent access through my Android phone.","March 8, 2012",0
cameras,932 L,Marcia,R1P9MG6FLPK8Q9,3,"I like this camera but my 932L is not in real-time. I like the convenience of accessing it from my iPhone but I wish it were in real time, it seems it is delayed when I walk in front of it. It worked perfectly when I got it a month ago but it no longer is.","January 21, 2012",0
cameras,"Easy to setup, but lousy picture",MrFunPants,R5SUGOLXJNFAI,3,"The picture is absolutely lousy on this thing. I got mine from the warehouse and I assume it was a return item, so I don't know if all of them are this way or if mine is just faulty. About the only good thing I can say is it's easy to setup.","November 7, 2011",0
cameras,"Good, not great, device for the money.","The Count ""Computers/Tools/Guns/Knives""",R10WGM5X5Z4AUN,3,"Got this cam instead of a Foscam which was just impossible to get to send out emails when the motion detector trips. This device is pretty nice looking and does not have an antenna sticking out. I use Macs and I had no real trouble getting the Dlink setup using their 'wizard' which essentially lets you view live video through the mydlink.com website. If you are not experienced with network settings thats the ONLY way to go. However, I just wanted to test that approach and then manually configure the cam so I can log in directly from the internet using a little used port (something like 8089). I did get the mailer to send emails though my Gmail account, which some other cams cannot do. Here is the setting that worked for me: SMTP Server Address SMTP.GMAIL.COM SMTP Server Port: 587 Sender and Receiver email address: Your gmail address Your gmail user name and password Select STARTTTLSYou will probably have to open port 587 on your router to the cams internal IP address! I think the default is 192.168.0.20Not giving more than 3 stars because the video quality could be better. In low light the picture looks B/W, no colors. Anything further than 5 feet from the cam is slightly blurry.","September 9, 2011",0
cameras,Unable to setup with OSX Lion (Updater needs an update),D. Yamaguchi,RDJ3TUGP7MLGU,3,"Just got the camera today. Downloaded installer from d-link. The updater tells me to update the wizard. There is no update. Lion has been available for over a month with betas available for months before the official launch.Why isn't there even a status description of the updater? Not very reassuring.I now have LED-lit $90 paperweight.Will update review once the updater is updated.I purchased the 932 because I love the 930, but wished for better lowlight imaging. Oh well.","August 26, 2011",0
cameras,"Camera works fairly well, but audio after two days of ues has degenerated into an intermittant clicking sound.","Maya Cointreau ""Mother Maya""",R3MALIRXLZ3DE8,3,"It was super easy to set up, and it's useful for watching my mare that is about to foal. It's wireless N so it should have a very big range, but in fact has a shorter range than my wireless d/g laptop. I was counting on using the sound component to help wake me up when the mare begins foaling as night, but after the first night the audio sn't working anymore -- all I get is a click loop that goes on and on, no matter how many times I close my browser or restart the camera. So it's not serving it's function, other than to save me the trip to the barn very few hours when I wake up to check on the mare. I'm going to have to buy a regular old baby monitor to hear the mare, too... So, three stars. Oh -- and you can't feed the video to your own website, only look at it through Dlink. that is pretty annoying, since I have a ton of friends who would like to see the foaling. IF it has an internet connection and webfeed, one should be able to run it through their own server if they wish. So, three stars. And I think that is VERY forgiving of me.","April 29, 2011",0
cameras,More options,Chuck,R3RK84UWG41UUW,3,Needs to be able to schedule motion detection for times when not home. Needs to be able to schedule motion detection for times when not home.,"October 8, 2013",0
