category,Title,Author,ReviewID,Overall,Content,Date,polarity
cameras,Good for still shots mid day.,William D. Funk,R67HZFA5GZXLX,3,"I have had this camera , mated to a Tamron 18-270, for 18 months. It is a marginally decent day camera only. Low light to dark on any setting results in zero performance. I shoot birds during the day and flying squirrels at night. If you want to capture anything at night, besides a rock, buy some other camera. If you shoot birds in trees, you will need 100 shots to get 1 decent picture. The focus ring squares are white and get totally lost in any background . Trying to talk to Canon about issues is like shouting in the wind.","November 14, 2013",
cameras,Good deal with a very little problem,"Alberto Gallo ""Albert103""",R1W17V3XR0VWFU,3,"The camera arrived on time and in perfect condition, except for the display which does not fix itself (i.e. does not click) to the camera body when facing inwards.","November 11, 2012",
cameras,hmm,Kara Griffith,R3PQJAHI1BN91L,3,"its hard to rate this. I love Canon products, but i have had the worst luck with this shipping company on this camera!! sent me not one but 2 bad camaras. i will buy locally from now on!!","May 23, 2013",
cameras,A disappointing camera,Highland Rock,R3KL1ZY1EPZ839,3,"Purchased the EOS 60D with 18-135 lens kit based on so many good comments.What a mistake! On the first day of test using fully automatic setting, I noticedgradual distortion between 28 mm to 18 mm at ISO 100 to 400. Noticeble distortion begin to appear near the center focus at 28 mm and worsens when widening to 18mm.I did a quick seach on the web for 60D distortion, CNET has a review reporting same issue with unkind comments:[...]The reviewer used a statue which for an untrained eye is very difficult torecognize and appreciate the distortion. In my case, I used vertical blinds as test object.At ISO less than 400, a $1200 DSLR should be prefect in every shot. A $1200 DSLR has near center distortion is completely unacceptable!The EOS utility 2.10.2.0 is useless when used with Windows 7 pro. I have to take my old XP out of garage attic to get the photos off the new 60D and play with its remote features.60D takes great looking picures, but are they truthful? No metter how good, how expensive the construction feels; a camera's top priority is taking realistic photos. PERIOD.","November 28, 2011",
cameras,"Great photos, poor camera quality",Veronika,R3ALPNQM9KJNDP,3,"We had the camera for about a week before it stopped working. Overall, I am very satisfied with the camera as it takes great photos with superb quality. But I am disappointed in the camera quality itself. For paying so much money I had hoped they tested their products, but I guess we received a defective camera. We tried charging the camera to 100%, hooking it up via USB cable to the computer, nothing. We sent it back and awaiting our new camera. I hope we don't encounter this problem again...","January 15, 2011",
cameras,"Good Camera, and so?",Abimanyu A. Boentaran,R188QGKS45HGA8,3,"It doesn't take any better pictures than a 450D, 40D, 1000D, 50D, 7D, 5D and I've used all of these camera. Ask yourself, do you print your pictures or are you a digital see on your screen/monitor/upload type of photographer/hobbyist/amateur?If you only print occasionally up to 8rs/10r/12r then a 450d is good enough. You show people photos from the above cameras and I bet that those people can't tell the diffence in the prints.I'll be keeping my 50d and i'd rather spend 1000 bucks on a quality lens or a couple of lenses that DOES make much more difference than merely upgrading along the crop factor body.Conclusion: better buy a 5Dmk1 for the same price used if you ACTUALLY print your photos, if you are merely a digitaly store your photos and show your photos on the computer and net, then a 1000D is enough. Do yourself a favor and save up for a 5dmk2 and be done with your upgrades or just buy quality lens such as the 70-200L f4 IS or 24L if you already own a crop body Canon.","September 28, 2010",
cameras,This frustrates me.,pp,R3KNB0FOWD2KYV,3,"I can't believe that I spend over $1,000 for a camera and it arrives without any memory card. One would think that Canon would ""bundle"" in a memory card that retails for about $30 so that the buyer can start using the product quickly if necessary.","April 9, 2013",
cameras,Another one with focus problems,Mikey likes it,R39Q6GYZJQL9VV,3,"I had a D5100 and exchanged it for the D7000, which was back focusing, making many images (especially those at close range) soft. If the D7000 focused precisely out of the box, as it's supposed to, I would have kept it, since I liked all of the other features it has. All of my photos from the D5100 were sharp using the same lenses, so the lenses weren't the problem. I tried AF fine tuning and it helped a little, but not enough, even after reaching the maximum adjustment factor. A camera at this price level should have better quality control. Sure there are manufacturing tolerances, but they should be able to get the most critical assemblies close enough so the camera at least focuses properly, rather than hoping that customers won't notice or requiring them to spend hours fine tuning the AF, sometimes to no avail. It seems like getting a good D7000 depends quite a bit on luck. I've yet to decide if I'll try another D7000 or if I'll just go back to a D5100.The D7000 also overexposes in bright/high contrast situations when using matrix metering, causing highlights to be clipped and detail to be lost. Some say that this is just the advanced metering system working as intended. Perhaps, but it requires the user to use negative exposure compensation whenever a shot like this is taken (or to program it into one of the ""U"" settings). You don't always have time to do this when a a good photo op comes around. IMHO, this is a significant flaw that should be corrected via a firmware update.BTW, some have stated that the D7000 has better IQ than the D5100. All reviews I've read state that they are exactly the same in IQ, or that the diff is so small that it's negligible. This is consistent with my experience. In certain situations, like sports and low-light fast motion shots, the D7000's better AF and metering might help produce better photos, but for everything else, they're pretty much the same.UPDATE: I decided to give the D7000 another chance and ordered a second one. Same backfocusing problem. This time, adjusting the AF fine tuning by a factor of -4 for all of my lenses results in sharp focus, but using AF fine tuning isn't an ideal solution, since it causes the camera to not focus properly at infinity or at minimum focusing distance. Depending on the degree of AF tuning required, this could then require the user to manually adjust the focus ring after the AF has ""reached its limit"" (the limit which has changed due to the use of AF fine tuning). Another unnecessary hassle you need to remember to take care of. The AF fine tuning feature is nice to have, but its purpose is to dial-in lenses that are a bit off due to manufacturing tolerance. I don't think it was intended to adjust a faulty body to work with lenses that are in spec, but that's the way it's often being used.For anyone who buys a D7000, I'd recommend doing a focus test as soon as you get it, to ensure that you're getting the IQ you paid for. The best way to do this is with a focus test chart, but a quick and dirty method is to tape a page of text on the wall (make sure it's totally flat against the wall). Then, mount your camera on a tripod perpindicular to the wall, with lens (set at the largest aperture) at the same height as the page. Take a shot or two using autofocus through the viewfinder. Use the remote or self timer, with mirror lockup. Then take some shots using live view. If the AF photos are not as sharp as the LV shots (or at least very close to them in sharpness), your AF is off (most likely back focusing).","July 11, 2011",
cameras,Great Camera - Questionable quality control from Nikon,"Anupam Trivedi ""Aviator""",R1WUDIGOORB7BA,3,"Firstly, I have to say that I am very impressed with Amazon's customer service.I have been buying from Amazon for several years, but never had to call customer service or return anything until my D7000 purchase. I am very impressed with the ease and transparency of the return process. This is what all online retailers should strive to achieve.Background - I've used a D90 with a Nikon 18-200 lens extensively, and found the results to be excellent.Now regarding the D7000.I purchased the D7000 body with a Nikon 18-200 lens. As soon as I began to take pictures I noticed that the focus was a bit off and the colors seem to appear washed out and bland. I tried the camera in bright sunlight, indoors - low light, room lighting, flash etc, nothing seemed to help. I read the manual from cover to cover, and for the longest time, I assumed that I was doing something wrong. For about 2 weeks, I systematically changed and reset various controls, sharpness settings, white balance etc nothing seemed to help. Finally began to search the online reviews and forums, and found that this seemed to be a problem with certain units and it seems that Nikon has been slipping on quality control.Incidentally, I came upon a Wolf Camera store while traveling through Sarasota FL and had a chance to speak with the sales people and play with the display until in the shop. I immediately realized that I had a bad until, and my experience was not necessarily a problem with D7000 model in general.I returned bad D7000 to Amazon and purchased another D7000. This second unit performs flawlessly. I am very impressed with the camera and features. Exploring and learning to use all the capabilities will be journey.","November 10, 2011",
cameras,"Excellent photo, frustrating video, bad service","Robert Ward ""Bob""",RHFRF70LQDBI3,3,"Pros:Performance in low light is superb.Build quality is as good as professional level DSLRs.Custom mode dial is very useful.Small changes in layout from D90 are great.Infrared thingy on the back makes using the remote easier.Cons:Video auto-focusing is a marketing gimmick and just does not work in real world situations. In addition, the mic picks up the AF sounds and it is very loud. You would have to use a mic off-camera. I even bought an on-camera directional mic, but it still picks up the sounds to the point of being useless. But the audio issue is a moot point really, as the video AF is of little use. Nikon should focus on competing with Canon for video market share by matching Canon's bitrate and framerate levels rather than by touting video AF. Pros don't use video AF anyway.!!! The lack of a recording indicator light on the front and little indication on the back means you will have no idea when the 20 minute recording limit is reached when using it on a tripod without someone behind the camera. If you are planning to use the D7000 to record family gatherings, you are going to be frustrated and disappointed. I actually missed the first laugh of my infant son because I thought it was recording, but it wasn't! A simple light and a beep when it is done seems like a complete no-brainer and I can't imagine why Nikon did not include this feature on this or the D7000.Included software is not very good. Okay, Nikon's software sucks. It is a complete mystery how they rationalize charging $200 for a half-baked remote capture application (Camera Control Pro), when Canon includes something better for free! I scratch my head a lot when thinking about Nikon's strategies.Check your camera for backfocusing before the return period ends! This is widely reported, but Nikon has not owned up to it. I had to send mine in for service for a severe backfocusing problem. The entire service experience ranks up there with my Worst Nightmare Experiences Ever. Nikon's Customer Service is bad, bad, bad- infamously so. I won't go into the details here, but let's just say I came very close to selling my Nikon gear at a loss to switch to Canon. But they just make such darn great cameras!Final Analysis:The best prosumer DSLR Nikon has ever made. It's class performance is second to none. Video looks great but is frustrating to use without an indicator light. Backfocusing problems should be checked for right away. If this is your first camera and you are considering the Nikon/Canon question, ask yourself how important customer service is to you. Canon=good, Nikon=bad.","January 23, 2012",
cameras,"great still camera, but not fully usable as a video camera",Phillip M. Feldman,R2AV2MEOODRAO6,3,"- As a still camera, this is a wonderful piece of equipment, and I have no complaints.- As a video camera, the D7000 is a continuing source of frustration to me. Key issues are the following:(1) The 20-minute recording limit is a major limitation. This should be increased to the capacity of the card, or at least to 60 minutes.(2) The camera has several microphone sensitivity modes. One of these sets the level automatically, which would be very convenient if it worked. The problem with this mode is that the camera tends to set the sensitivity too high, producing saturation and distortion.(3) When one uses the internal microphone, there is a fairly high level of noise from the auto-focus.(4) When one uses a monaural external microphone, the camera should reproduce the input in both channels, but does not (one channel remains empty).(5) When using an external microphone and a mixing board to reproduce the signal in both channels, there is intermittent electrical noise. (The volume of the noise is high enough to impact the intelligibility of spoken audio, i.e., this is not just an issue for music recordings). I don't hear the noise if I plug headphones directly into the mixing board, and that same output is being fed to the camera, so it's fairly clear that the noise is being generated by the camera itself.To summarize, this is a great still camera, but not fully usable as a video camera.","May 26, 2012",
cameras,Great pix half of the time,Headly,R3D1TJTY0FBQGZ,3,"I too have issues with dust and oil, and was told that the high burst mode may cause the oil issue. The experienced worker at my local store mentioned that when you shoot a lot in high burst mode the oil will heat up and then has the possibility of spraying onto the sensor. I tend to take more pictures then needed when I am shooting, because it appears the camera has some back focus issues too. I have gotten some great pictures with this camera, but have already spent $125 on sensor cleaning, and if that keeps up it is starting to bring the price of the camera up too. I have shot with a D200, but this camera blows it out of the water with low light ISO pix and overall performance. I love the camera, but wish these issues weren't there.","November 28, 2012",
cameras,Outstanding Digital Camera but bad Quality Control...,"John B. Luker ""Johhny Bravo""",R3FFQXR5CAI6KR,3,"I have had the Nikon D7000 for 2 months now and this is my 4th Nikon DSLR over the past 8 years. As I have invested thousands of US dollars in Nikon lenses I am married to the Nikon System. My previous Nikon was a D90 that was stolen New Year's Day, with the recent price drop due to the D7100 coming I took the opportunity to get the D7000. The extra $450 US I saved allowed me to get a Nikon 24mm f/2.8D lens and Meike vertical grip as well as a generic wired remote cable, all for the price of the body only D7100.If you are reading this you are in one of two camps, a current Nikon owner looking to upgrade current DSLR or someone looking to get into digital photography for the first time/getting a gift for someone else. If you are a current Nikon owner you know most of the features and advances the D7000 offers. For you the question is if the price difference between this and the D7100 is worth it. The first run of D7000 was plagued by oil splatter on the image sensor and quality control issues with the AF system. My D7000 bought in January 2013 had all the current firmware installed right out of the box but had a serious back focus issue. I took it into Nikon for repair and they fixed it in 20 minutes with a software upload. I am sure the first run of the D7100 will have some bugs to be worked out and reviewers are just starting to get their D7100's now. The D7100 has many advantages but the price is still high for ""entry level"" grade bodies. I personally rather save the money and use it towards lenses that will last me many future generations of camera bodies.For those looking to enter into the Nikon DSLR world or getting a gift for someone this is an excellent choice. For new users you will need to have a good basic foundation for photography and the controls needed to get great photos. This is a huge jump from point and shoots and the number, placement, and function of the controls can be overwhelming at first. If you have used 35mm film SLR cameras in the past it will be an easier translation. The D7000 has one issue needing to be known before getting. It is a high resolution and contrast camera. This requires better technique and control over the camera to get the best results. The D7000 is a serious camera and to get great pictures out of it you have to seriously use it.For those getting this for someone else the biggest thing to understand is this camera is just a piece of a larger more comprehensive system. This means there are lenses, flashes, and accessories to expand photography well beyond snapshots. The kit lenses are good for a start but the curiosity to expand into the hundreds of available lenses and accessories will soon take hold. This is an excellent camera that will serve anyone well but does require a level and degree of photography knowledge to use well. There are users who complain of image quality with this camera. Many of these are due to user error or lack of proper techniques but there is an issue with the auto focus system on some cameras. I experienced this and contacted Nikon who fixed the issue for free without any issues. I do recommend the camera but I can't rate it at 4 or 5 stars due to the AF back focus issue. For everything else this is a solid 5/5 star camera that will last for years and provide plenty of creative room to express your vision any way you like. The only real upgrade from this camera is full frame or FX format. For the most part this is academic unless you are using photography for a living. For hobbyists and people only looking to take great pictures the D7000 is the best bargain on the market at this time.","March 27, 2013",
cameras,Super Soft Focus Galore..,NbdavN,R3VHS5AA3H6SEY,3,"I purchased two separate D7000 bodies from Amazon and I had issues with both when it came down to focus issues at close range. Both bodies were tested both with charts and against my D700 and D300s(both of which I know are tack sharp when it comes to focal points) using 24mm 1.4G, 50 1.4G, 85 1.4G and the 105 2.8 Macro. It's a shame because I love the video aspect of this camera but alas I could not justify the cost for a video based body only. 3 stars for the video end.","March 13, 2012",
cameras,"great build quality, but needs a lot of tuning","Dan InGold ""xz38""",RGCR5OIXDABER,3,"It is not as easy as Nikon d40 and d90 to pull out nice pictures right out the camera. The default color tone is a little on the greenish and cold side. Yes, you may argue that D7000 has an more advanced sensor with better ISO than d90 and we can always post process the color. However, I just want pictures great out of camera. Moreover, there is a focusing problem with this camera which makes most of my shots blurred. If you are a d40 owner, looking forward to upgrade debating on d5000, d5100, d90, and d7000. I would recommend you go for d90 or d5000. I just feel the color tone of d7000 and d5100 looks cold and less natural.","May 16, 2012",
cameras,"Audio of video needs much improvement, but picture quality is great",Sergei,R2S76KEKZDDKP4,3,"This review is specifically about audio quality when shooting video with D7000. The quality of images is great. I have been taking pictures with D7000 for 3 years and would give 5 stars for its photo capabilities and image quality. I also shot a few videos with this DSLR, and did not like the audio, especially when recording music. I know I am not going to skew the average rating of D7000 by giving it 3 stars, but I hope this will flag the review to help alter the problematic audio of this camera. As many are aware, the audio of the movie provides over half of the overall impressions of the movie.Quite a few reviewers mentioned the poor sound from the D700 that can be described as ""tiny"", not loud enough, having significant noise, and sometimes distorted (slow reacting auto gain?). It is commonly suggested to use an external microphone and place it off camera to improve the sound and eliminate the focusing noise. You can further improve the sound by connecting a directional mic first to a personal recorder which you would, in turn, connect to the D7000. The sound will still be limited by the capabilities of the D7000 recording module, which was reported to record sound in the meager, 150-5000 Hz range. Please find the link to that report by the Finnish magazine, Tekniikan Maailma (World of Technology). in the comment below this review. With this rigging, you will have an improved, although still phone-like, sound matched with the video. Capturing the sound with a quality recorder and syncing the audio with the footage in the post can ensure an ultimate adudio. I explored a few options and chose the Sennheiser MKE 600 directional mic ($330) and Sony PCM M10 portable recorder ($225-250) to improve my D7000 audio, especially when shooting video of quiet music recitals at some distance from the performer. I compared the above Sennheiser mic with 2 cheaper Bronstein shotgun microphones side by side. The former sounded pretty good even when plugged directly in the camera, and the Bronstein mics were too quiet (although I tried one of them on a Sony camcorder, and it worked well). When I am using the Sony recorder (instead of or in combination with an external mic), I connect the recorder to the camera with a 35 dB attenuation cable so the sound is not clipped in D7000. This produces a relatively good sound in-camera, and I am still getting a copy of a better audio in the recorder as an option for post processing. The direction of the attenuation cable must be observed or the sound will be ruined. A recorder's built-in omnidirectional stereo mics (instead of a shotgun) will also greatly improve the sound, but a shotgun mic will help isolate the intended sound and suppress side/back noise. To hear how the audio sounds when recorded with D7000, Sony PCM M10, Sennheiser and 2 Bronstein mics (connected to camera, or recorder, or first to recorder and then to camera), please follow the link to my YouTube video in the comment below (or search YouTube for ""Microphones compared: Sennheiser MKE 600, Bronstein BRN-900, BRN-400, Sony PCM M10, Nikon D7000"". Please note that the source sound level in that test was intentionally turned down and the mics or camera placed 10 feet away from the source to compare how they record relatively quiet sounds. The setup of this test required to increase gain on the recorder, which increased the noise levels, but the noise is still acceptable for Sony and Sennheiser. There are many shotgun microphones to choose from. After testing just a few of them, I noticed that their perfomance varied greately on D7000. I got Sennheiser after testing 3 other shotgun mics that produced low sound levels, and one mic in the review was too noisy.","May 8, 2014",
cameras,Focus system is not as good as expected,Nine9,R2VIYS6B2VBINM,3,"I purchased D7000 with 16-35/f4 and 70-300/f4.5-5.6. It is impossible to get a sharp picture with 16mm when shooting at a close distance, say, within 10 feet. The focus point did not seem shift a lot. It was just quite blurry even at the focus point. 35mm has back focus issue and the image was blurry too, just a little bit better than 16mm. 70-300 is much better. I used the same lens with D300s and the picture was much sharper. I guess something wrong with D7000's focus system. For Nikon APS-C system, D300s is much better than D7000, especially considering the price difference (only $249 difference).","January 2, 2011",
cameras,D7000,Teresa,R2MPWTVQHNZUL3,3,"This is an exceptional camera!! But be warned, the kit lens is junk. No manual setting will correct the issue. So, I would buy the body w/o the kit lens, which cost $500 extra...camera is awesome though!!!","August 18, 2013",
cameras,A good camera with a handful of annoying flaws.,"Amazon Customer ""Dirty Gears""",R1F0IXJGM4FAPN,3,"I own a Fuji x100, d300 and a d700, having bought the d7000 as a light backup and toy camera. I admit to having very high hopes for the low light capabilities of this camera and in most ways it lived up to the hype, taking very usable images at iso 3200 in near darkness.I used it for about 3 months off and on for some bar photography and 2 weddings as well as just fooling around with it. In low light it focused very quickly and I was very happy with everything except especially the improved flash metering (metering in general actually, you often have to baby sit the d700 meter in tricky light if you use it). Unfortunately when I looked at the images on my computer it seemed like most of them were WAY too soft for a fast prime. I calibrated all of my lenses on it and tried my damnest to fix the issue and upgraded to the most recent issue but it still SEVERELY backfocused in about every third shot or so, just enough to keep the subject from being sharp enough. I noticed it was worse with my G series pro lenses, my old 85 1.4d seemed to nail every time though.I could have sent it into get fixed but my biggest problem with the camera was the flexability of the raw files and dynamic range at high iso's. At 3200 if it didn't nail the exposure the photo was ""difficult"" to save and the resulting image would always lose way too much detail and smooth tonal gradation. I already knew i was spoiled by the d700 but the specs said it should have been better than it was.It is a very good camera, but I agree that the focusing issues with this camera and the i guess, ""quality of the noise pattern in the raw files at high isos"" prevent it from being an acceptable backup to my D700, the D300 is still just more convenient and excellent at low iso.Things I liked:-Handling-Metering-weight and size-felt very well built-video was cool but still not good enough-dual card slots THANK YOU NIKON.Things I didn't like:-no af-on button (which sort of drives me nuts due to personal habits)-Focusing-The noise pattern at high iso (1600-3200+ w/ no NR)resembles a pointilism impressionist painting instead of the more natural film grain look from the x100 and D700 I pretty much only shoot my x100 at between 2200 and 3200 without ever having a quality issue.","December 15, 2011",
cameras,lens not working after less than a year,Loraine Braschwitz,R2TFM6AN4AQ1H,3,Bought this for my husband for Christmas last year and he loved the product. Around Thanksgiving of this year the lens wouldn't focus. Just took it to a camera shop and they said the problem is with the lens and we had to spend 400.00 on a new one. We were told sometimes the electronics just stop working from time to time. We are two weeks past the warranty.,"December 21, 2013",
cameras,Great Camera with a poor kit lens,7 Toed Pete,R2ZZF9ZVQFZ7T4,3,"I bought the D7000 and a Fotodiox lens adapter hoping I could use a couple of lens I have from an old SLR film camera. I knew it was a gamble with the adapter because I had read where it worked okay and others said not to waste your time. My experience was that the lenses fit the camera fine with the adapter but the picture quality left a lot to be desired. I could not use the old lenses.The D7000 is a fine camera and I found that although I had never used a Nikon or a DSLR before, I felt very comfortable with the camera and the controls after a relatively short period of time. To me, this camera is a masterpiece of photographic engineering.The kit lens, on the other hand falls way short of the camera. To put this lens on this camera is like putting some old bias ply tires on a Ferrari. You could still drive the Ferrari but you would not come close to getting out of the car what the manufacturer put into it. So it is with this camera and lens combination.If your budget is around $1,400 for a camera I would recommend buying something cheaper like the Nikon D5100 and buying a good prime lens from Tamron or find something on Ebay. There are hundreds, if not thousands, of older Nikon lenses available on Ebay.In summary, the camera is outstanding. Unless you're a pro who needs the full frame sensor have some special requirements, I would say that you couldn't do better for the price than the D7000.I reluctantly returned the camera to Amazon. Amazon's customer service was, as usual, outstanding.","November 19, 2011",
cameras,D7000..made by Pixar?,JT,R22V1UMXHJZ70D,3,"I am relatively new in DSLR technology but I've been playing with SLR cameras for over 30 years so I shouldn't say I am completely a novice when it comes to photography. And please, since this is just my personal opinion that I just want to share with others, those who already own D7000 shouldn't feel offended by my review because this is just my personal experience I had with D7000.I first bought D90 but soon switched to d7000 because I only hear good things about it.. Like many of you, I spent days after days searching for just a right camera which can take my photography skill to the next level.Anyway, to make the long story short at first I liked the camera because it takes sharp photos with nice color rendering. I was using nikkor 35mm f 1: 1.8G lens and although it's not the best lens out there it handled the low light condition pretty well. Most of the shots I took came out pretty sharp and bright with almost no noise even at 3200 ISO. However, the more I take the photos I soon began to notice there's something lacking in the pictures. They're well focused, bright, clean and vivid so what's the problem here? The problem is that my photos do not look `natural'. It almost feel as if I am looking at, sort of like photo realistic, well drawn painting or perhaps I should say, `computer animation graphic like you see in Pixar movies. (ex. Toy Story) Of course, with Photoshop tweak that problem becomes even more apparent. If you're not sure what I mean, please go to flickr.com and type D7000 and see if you can tell the difference.But D90, on the other hand, although it wasn't as 'perfect' as I thought(good though, just not perfect) at least it gaves me realistic looking photos. I saw many review clips on Youtube that compare D7000 to D300s and explain the reasons why they think D7000 is a better choice over D300s. Well, I am begining to question if those people at youtube are truthfully being objective in sharing their honest opinion, or if they were smply hired by Nikon to promote and boost sales of new D7000. From looking at the sample photos from different sites it really wasn't hard to tell D7000 and D300s are not in the same level as far as the picture quality goes. Even with heavy photoshop tweaks I still think those photos from D300s still do look like ""photos"".:Of course, the quality of lens has A LOT to do with it too. I just wish there's more acutal photo comparsion done with same lens with different bodies, or vise vesa and let the viewers come to better understanding with image quality generated by each camera/lens. Some people like vivid colors, some don't--It's very subjective matter. Just comparing the spec between cameras don't really mean much to me, as quality of photo is more important than anything else. For others, other functions like capability of full HD, High ISO, and etc are just as important as image quality. I know some guys in Youtube said image quality of D7000, when comapred to that of D300, looked ""at least"" the same or in some cases, better. In my honest opnion, that is not true. D300s is better when it comes to image quality. When I look at the details from D7000 and D300s, it's sharpness is kind of like comparing it to ""Pencil vs. 0.3 mechanical pencil.Don't get me wrong, Nikon D7000 in my opinion, is a good camera. Many people also choose D7000 because of full HD capability. I was certainly one of them. But after all, I am buying a camera, not a camcorder. I mean, taking a great looking shots certainly weighs more than multi-function camera. Again, D7000 is a good camera. D90 is good too consider it's value. But I don't think it is equivalent with D300s as some claim. I came to a conclusion: You get what you paid for.","April 15, 2011",
cameras,Impressive but flawed,NCHammer,RUB2A5MV9H7,3,"Although on paper D7000 is more advanced / has better specifications than the D90. Nikon clipped this camera's wings.Tons of D7000s are suffering from back-focusing, or hit and miss auto focusing issues. The images are out of focus frequently or systematically back focused. My D40/D3100/D90 does not have such issues.Worse still, the images at 100% are fuzzy and blurry, losing details. It's as if there is a dense fog surrounding everything in the picture, including the objects supposedly in focus.","January 12, 2012",
cameras,I agree with the comment below.,"Jimmy Le ""JL""",R19392ND1242YY,3,"Basically I was upgrading from a D5000. My friends D90 starter kit wowed me and that is what initially propelled me into photography. Anyways I eventually saved up enough and purchased the D7000 starter + 50mm 1.4 + 35mm 1.8. I definitely was disappointed when I took my first picture. I was like WTF? And of course the glass you use can make a huge difference in quality of pictures. 50mm 1.4 and 35mm 1.8 are not top notch lenses in this world but they are very capable to capture amazing quality pictures. Any lens I used seemed to make the pictures soft. I also notice a lot of purple fringing on my subjects. So to make sure I am sane and not talking due to user error, I compared pictures of my friends D90 + my lenses and wow... oh well life isn't fair and it blows. I was in denial for the longest time until I read others people review and it hit the spot on how I felt. Hmm...now what to do? Guess I will ""try"" and see if Nikon will fix it.","January 31, 2012",
cameras,Why I decided to buy the Canon 60D and return the D7000,"Jim Smith ""Jim Smith""",RZFYC45AJVKCI,3,60D was less expensive than the D7000 with some extra features listed below:60D raw editing software came with camera and was free yet very powerful.D7000 did not come with raw editing software and costs an additional $180 for capture NX2 :-(Video on the 60D is more cinematic with more manual control.60D will film at 60 fps and D7000 max frame rate is 30 fps. 60 fps is great for slow motion and analyzing my golf swing.60D is lighter and easier to carry around.60D has a much bigger buffer when taking many continuous shots. The D7000 buffer would fill up after about 3 seconds of taking raw photos.,"November 4, 2011",
cameras,I do more for fun with my d200,JC Ferguson,R171LA4QPQ652N,3,I still have more FUN with D200. I got used to all the little things I can do with my D200. D7000 is good for low light and working.,"May 25, 2013",
cameras,"More complicated, silly back focus issue",Leonardo,R2CGABHLVZQ6C8,3,"I got a couple of these. Image quality is great. The back focus issue kills it. All I need is a camera that's easy to use and configure, the new video features and auto focus stuff complicates things so much that it's frustrating. I'm constantly wondering the both my d7000s are flawed or I don't have the setting right. The controls are great, Nikon excels in this. The camera is small and light noticeably flimsy compared to the d300 or higher. In short, this camera has lots of complicated features, the image quality is great but has horrible focusing issues in low light.","December 25, 2011",
cameras,disappointed,Joe,R1HUG30UQAU5MQ,3,"nikon are great, no doubt about it, but recently i bought a 32gb class 10 SD card and the camera crashed!!!, the same happened in a D300s, the card is working perfectly in a $50 Kodak camera and even in a crappy samsung branded camera, what a shame!!!!","December 3, 2011",
cameras,Nikon D7000,"Mary E. Fenton ""Liv2paddle""",R35X6OV6FEGMTS,3,First let me say..I will never buy another product EXCEPT from Amazon. They are simply the BESt on line merchant on the internet. The D7000 is a mixed bag of good and bad. Its extremely quick and responsive. It is realitively easy to move from D90 or even D80 to this camera as most of the controls are similiar. The ISO performance is outstanding..at least two stops better then D90..acceptable up to 3200 with little post production. The metering is very good and the colors produced are very appealing. The cons..bad fit for large hands..or big glass. The images seemed softer then my D90. I tried everything to make this camera work for me..setting changes ..lens changes..etc..and just could not get any satisfaction for the image quality. ONe thing ..I never printed anything and someone mentioned a poor monitor..or one that does not show the quality of images ..so be sure to print up images..before you decide they are not sharp. Too bad I did not know this before returning.I would even be willing to try another unit it is that good a camera. I think the grip is very small and cramped for larger hands..which also turned me off. I actually ordered a grip but this did not help...infact made the whole unit feel unbalanced. I did not get the NIkon grip which may be heavier therefore better balanced. Try this camera at a local camera store before ordering..make sure its a good fit for you physically.,"August 13, 2011",
cameras,Lens Creep With 18-200 VRII Lens & Focus Issues -- Lousy Customer Service,"Lisa S. Thomas ""Book Lover""",R1JBK6X4URTAX,3,"I bought the D7000 as a package through Amazon's retailer, Adorama. I've had it less than 30 days at this point. I do digital artwork, which means I photograph everything from landscapes to macro images, and I process everything through Photoshop. First issue I've noticed with this camera and lens is that it is very slow when used in anything from full manual mode (which solves a great deal of problems). When you don't rely on the camera to ""make"" your images (auto-focus, white balance, auto-exposure, etc.), you can work around some of the issues. When I do have to use some of the camera's modes, there are issues of off-and-on crispness. The lens that came with this package is cheaply made, and engineered so poorly that ""lens creep"" occurs at about 70mm if the camera is held at less than a 90 degree angle. This throws everything out of whack.I called Nikon service to ask is there was any repair possible on the lens creep issue on the lens. While they were courteous, it was concluded there was no point in sending in either the body or the lens as they are aware of the problems and have no fix for them. And they offer the Nikon customer nothing, which I find appalling. Nikon is well aware of the problems with this camera and this lens, and, if they were a responsible company, they would either do a recall, or offer the customer a discount on another model and lens that doesn't have the issues of this one. But no. What an arrogant way to do business.At the end of the day, I'm too entrenched in Nikon products (like the great Speed Flash and my fixed distance lenses) to give up the ghost on Nikon. I'm also not able to spend $7,000 for a pro body. Adorama offered to take back the whole package, but that doesn't really solve anything other than save up for the better body and hope my lenses are compatible with it.Shame on you, Nikon. You used to set the bar for the SLR cameras back in the day, but all you produce is flawed equipment and disappointed customers.","February 28, 2013",
